"country","indicator","group","Unit","Date","Value"
"Nigeria","Work 40+ Hours, Full Time Employed","Post Secondary","Persons","2012","6130050.88333794"
"Nigeria","Work 40+ Hours, Full Time Employed","Post Secondary","Persons","2013","6945020.81535865"
"Nigeria","Work 40+ Hours, Full Time Employed","Post Secondary","Persons","2014Q1","7018562.36537118"
"Nigeria","Work 40+ Hours, Full Time Employed","Post Secondary","Persons","2014Q2","7083212.9141046"
"Nigeria","Work 40+ Hours, Full Time Employed","Post Secondary","Persons","2014Q3","7060703.2486215"
"Nigeria","Work 40+ Hours, Full Time Employed","Post Secondary","Persons","2014Q4","7349014.93017778"
"Nigeria","Work 40+ Hours, Full Time Employed","Post Secondary","Persons","2015Q1","7413814.38402749"
"Nigeria","Work 40+ Hours, Full Time Employed","Post Secondary","Persons","2015Q2","7136321.66424256"
"Nigeria","Work 40+ Hours, Full Time Employed","Post Secondary","Persons","2015Q3","7246664.92442735"
"Nigeria","Work 40+ Hours, Full Time Employed","Post Secondary","Persons","2015Q4","7153393.93767042"
"Nigeria","Work 40+ Hours, Full Time Employed","Post Secondary","Persons","2016Q1","7274042.51979561"
"Nigeria","Work 40+ Hours, Full Time Employed","Post Secondary","Persons","2016Q2","7045045.83703894"
"Nigeria","Work 40+ Hours, Full Time Employed","Post Secondary","Persons","2016Q3","7382943.151702"
"Nigeria","Work 40+ Hours, Full Time Employed","Post Secondary","Persons","2016Q4","7248133.61756086"
"Nigeria","Work 40+ Hours, Full Time Employed","Post Secondary","Persons","2017Q1","7253982.73820354"
"Nigeria","Work 40+ Hours, Full Time Employed","Post Secondary","Persons","2017Q2","6729254.17005251"
"Nigeria","Work 40+ Hours, Full Time Employed","Post Secondary","Persons","2017Q3","6522935.48288785"
"Nigeria","Work 40+ Hours, Full Time Employed","Post Secondary","Persons","2017Q4","8048165.5766331"
"Nigeria","Work 40+ Hours, Full Time Employed","Post Secondary","Persons","2018Q1","7649363.028624"
"Nigeria","Work 40+ Hours, Full Time Employed","Post Secondary","Persons","2018Q2","7692362.2842257"
"Nigeria","Work 40+ Hours, Full Time Employed","Post Secondary","Persons","2018Q3","8139437.9842721"
"Nigeria","Work 40+ Hours, Full Time Employed","Post Secondary","Persons","2020Q2","6721120"
"Nigeria","Work 40+ Hours, Full Time Employed","Post Secondary","Persons","2020Q4","6269596"
"Nigeria","Work 40+ Hours, Full Time Employed","Age Group","Persons","2016Q3","53554109.4899394"
"Nigeria","Work 40+ Hours, Full Time Employed","Age Group","Persons","2016Q4","52576233.2685821"
"Nigeria","Work 40+ Hours, Full Time Employed","Age Group","Persons","2017Q1","53829103.7748674"
"Nigeria","Work 40+ Hours, Full Time Employed","Age Group","Persons","2017Q2","52675979.3138062"
"Nigeria","Work 40+ Hours, Full Time Employed","Age Group","Persons","2017Q3","51060936.0020789"
"Nigeria","Work 40+ Hours, Full Time Employed","Age Group","Persons","2017Q4","51165529.6392712"
"Nigeria","Work 40+ Hours, Full Time Employed","Age Group","Persons","2018Q1","51154481.6392712"
"Nigeria","Work 40+ Hours, Full Time Employed","Age Group","Persons","2018Q2","51173757.6492712"
"Nigeria","Work 40+ Hours, Full Time Employed","Age Group","Persons","2018Q3","51326653.6392712"
"Nigeria","Work 40+ Hours, Full Time Employed","15-24","Persons","2010","5558042.06098684"
"Nigeria","Work 40+ Hours, Full Time Employed","15-24","Persons","2011","4296378.45364015"
"Nigeria","Work 40+ Hours, Full Time Employed","15-24","Persons","2012","14688924.4865524"
"Nigeria","Work 40+ Hours, Full Time Employed","15-24","Persons","2013","7544811.94438889"
"Nigeria","Work 40+ Hours, Full Time Employed","15-24","Persons","2014Q1","7425067.39446323"
"Nigeria","Work 40+ Hours, Full Time Employed","15-24","Persons","2014Q2","7511743.75660451"
"Nigeria","Work 40+ Hours, Full Time Employed","15-24","Persons","2014Q3","7595349.33362595"
"Nigeria","Work 40+ Hours, Full Time Employed","15-24","Persons","2014Q4","7810575.11936476"
"Nigeria","Work 40+ Hours, Full Time Employed","15-24","Persons","2015Q1","7879444.34970319"
"Nigeria","Work 40+ Hours, Full Time Employed","15-24","Persons","2015Q2","7355260.07350761"
"Nigeria","Work 40+ Hours, Full Time Employed","15-24","Persons","2015Q3","7468988.60400316"
"Nigeria","Work 40+ Hours, Full Time Employed","15-24","Persons","2015Q4","7372856.11485999"
"Nigeria","Work 40+ Hours, Full Time Employed","15-24","Persons","2016Q1","6807206.81858517"
"Nigeria","Work 40+ Hours, Full Time Employed","15-24","Persons","2016Q2","6730306.00725627"
"Nigeria","Work 40+ Hours, Full Time Employed","15-24","Persons","2016Q3","6534918.03153705"
"Nigeria","Work 40+ Hours, Full Time Employed","15-24","Persons","2016Q4","6415593.09060493"
"Nigeria","Work 40+ Hours, Full Time Employed","15-24","Persons","2017Q1","6788434.62688848"
"Nigeria","Work 40+ Hours, Full Time Employed","15-24","Persons","2017Q2","5972815.58620716"
"Nigeria","Work 40+ Hours, Full Time Employed","15-24","Persons","2017Q3","5789689.56920718"
"Nigeria","Work 40+ Hours, Full Time Employed","15-24","Persons","2017Q4","5725225.24869637"
"Nigeria","Work 40+ Hours, Full Time Employed","15-24","Persons","2018Q1","5685846.2747012"
"Nigeria","Work 40+ Hours, Full Time Employed","15-24","Persons","2018Q2","5658949.20712692"
"Nigeria","Work 40+ Hours, Full Time Employed","15-24","Persons","2018Q3","6055418.33299168"
"Nigeria","Work 40+ Hours, Full Time Employed","15-24","Persons","2020Q2","4795089.7"
"Nigeria","Work 40+ Hours, Full Time Employed","15-24","Persons","2020Q4","2644138.4"
"Nigeria","Work 40+ Hours, Full Time Employed","25-34","Persons","2010","13924274.5964751"
"Nigeria","Work 40+ Hours, Full Time Employed","25-34","Persons","2011","14830301.2385902"
"Nigeria","Work 40+ Hours, Full Time Employed","25-34","Persons","2012","12568214.8766606"
"Nigeria","Work 40+ Hours, Full Time Employed","25-34","Persons","2013","14774382.4323437"
"Nigeria","Work 40+ Hours, Full Time Employed","25-34","Persons","2014Q1","14780499.9683352"
"Nigeria","Work 40+ Hours, Full Time Employed","25-34","Persons","2014Q2","14905351.0909685"
"Nigeria","Work 40+ Hours, Full Time Employed","25-34","Persons","2014Q3","14993753.1344614"
"Nigeria","Work 40+ Hours, Full Time Employed","25-34","Persons","2014Q4","15315779.4050264"
"Nigeria","Work 40+ Hours, Full Time Employed","25-34","Persons","2015Q1","15450825.2785425"
"Nigeria","Work 40+ Hours, Full Time Employed","25-34","Persons","2015Q2","15021008.2585806"
"Nigeria","Work 40+ Hours, Full Time Employed","25-34","Persons","2015Q3","15253266.1500402"
"Nigeria","Work 40+ Hours, Full Time Employed","25-34","Persons","2015Q4","15056943.1242184"
"Nigeria","Work 40+ Hours, Full Time Employed","25-34","Persons","2016Q1","15285835.974813"
"Nigeria","Work 40+ Hours, Full Time Employed","25-34","Persons","2016Q2","15223031.1427"
"Nigeria","Work 40+ Hours, Full Time Employed","25-34","Persons","2016Q3","15290195.6557531"
"Nigeria","Work 40+ Hours, Full Time Employed","25-34","Persons","2016Q4","15011002.9123004"
"Nigeria","Work 40+ Hours, Full Time Employed","25-34","Persons","2017Q1","15243682.3204859"
"Nigeria","Work 40+ Hours, Full Time Employed","25-34","Persons","2017Q2","15040513.0500093"
"Nigeria","Work 40+ Hours, Full Time Employed","25-34","Persons","2017Q3","14579371.4690343"
"Nigeria","Work 40+ Hours, Full Time Employed","25-34","Persons","2017Q4","14302573.0927836"
"Nigeria","Work 40+ Hours, Full Time Employed","25-34","Persons","2018Q1","13806841.7355315"
"Nigeria","Work 40+ Hours, Full Time Employed","25-34","Persons","2018Q2","13736948.0501755"
"Nigeria","Work 40+ Hours, Full Time Employed","25-34","Persons","2018Q3","13669912.3196517"
"Nigeria","Work 40+ Hours, Full Time Employed","25-34","Persons","2020Q2","9983631.3"
"Nigeria","Work 40+ Hours, Full Time Employed","25-34","Persons","2020Q4","8285526.6"
"Nigeria","Work 40+ Hours, Full Time Employed","35-44","Persons","2010","14681900.1871683"
"Nigeria","Work 40+ Hours, Full Time Employed","35-44","Persons","2011","15091346.5022853"
"Nigeria","Work 40+ Hours, Full Time Employed","35-44","Persons","2012","10858692.0377129"
"Nigeria","Work 40+ Hours, Full Time Employed","35-44","Persons","2013","14656161.009585"
"Nigeria","Work 40+ Hours, Full Time Employed","35-44","Persons","2014Q1","14692611.8446327"
"Nigeria","Work 40+ Hours, Full Time Employed","35-44","Persons","2014Q2","14795312.7969374"
"Nigeria","Work 40+ Hours, Full Time Employed","35-44","Persons","2014Q3","14907424.0377223"
"Nigeria","Work 40+ Hours, Full Time Employed","35-44","Persons","2014Q4","15079934.3075025"
"Nigeria","Work 40+ Hours, Full Time Employed","35-44","Persons","2015Q1","15212900.6324454"
"Nigeria","Work 40+ Hours, Full Time Employed","35-44","Persons","2015Q2","15037752.8509629"
"Nigeria","Work 40+ Hours, Full Time Employed","35-44","Persons","2015Q3","15270269.650723"
"Nigeria","Work 40+ Hours, Full Time Employed","35-44","Persons","2015Q4","15073727.774809"
"Nigeria","Work 40+ Hours, Full Time Employed","35-44","Persons","2016Q1","15051787.7652112"
"Nigeria","Work 40+ Hours, Full Time Employed","35-44","Persons","2016Q2","14988593.8208211"
"Nigeria","Work 40+ Hours, Full Time Employed","35-44","Persons","2016Q3","15015157.4578688"
"Nigeria","Work 40+ Hours, Full Time Employed","35-44","Persons","2016Q4","14740986.799859"
"Nigeria","Work 40+ Hours, Full Time Employed","35-44","Persons","2017Q1","15010279.544169"
"Nigeria","Work 40+ Hours, Full Time Employed","35-44","Persons","2017Q2","14820534.5263592"
"Nigeria","Work 40+ Hours, Full Time Employed","35-44","Persons","2017Q3","14366137.4788877"
"Nigeria","Work 40+ Hours, Full Time Employed","35-44","Persons","2017Q4","14549934.0478563"
"Nigeria","Work 40+ Hours, Full Time Employed","35-44","Persons","2018Q1","14458564.9892481"
"Nigeria","Work 40+ Hours, Full Time Employed","35-44","Persons","2018Q2","14481704.9032728"
"Nigeria","Work 40+ Hours, Full Time Employed","35-44","Persons","2018Q3","14381803.8177636"
"Nigeria","Work 40+ Hours, Full Time Employed","35-44","Persons","2020Q2","10280499"
"Nigeria","Work 40+ Hours, Full Time Employed","35-44","Persons","2020Q4","9490476.7"
"Nigeria","Work 40+ Hours, Full Time Employed","45-54","Persons","2010","10297344.146701"
"Nigeria","Work 40+ Hours, Full Time Employed","45-54","Persons","2011","10241304.0585679"
"Nigeria","Work 40+ Hours, Full Time Employed","45-54","Persons","2012","7786414.45290001"
"Nigeria","Work 40+ Hours, Full Time Employed","45-54","Persons","2013","10605649.9138484"
"Nigeria","Work 40+ Hours, Full Time Employed","45-54","Persons","2014Q1","10633277.8655615"
"Nigeria","Work 40+ Hours, Full Time Employed","45-54","Persons","2014Q2","10706440.8435047"
"Nigeria","Work 40+ Hours, Full Time Employed","45-54","Persons","2014Q3","10789194.9539421"
"Nigeria","Work 40+ Hours, Full Time Employed","45-54","Persons","2014Q4","10905516.3013786"
"Nigeria","Work 40+ Hours, Full Time Employed","45-54","Persons","2015Q1","11001674.9712129"
"Nigeria","Work 40+ Hours, Full Time Employed","45-54","Persons","2015Q2","10888499.6858348"
"Nigeria","Work 40+ Hours, Full Time Employed","45-54","Persons","2015Q3","11056859.8874042"
"Nigeria","Work 40+ Hours, Full Time Employed","45-54","Persons","2015Q4","10914548.3216169"
"Nigeria","Work 40+ Hours, Full Time Employed","45-54","Persons","2016Q1","10845011.283246"
"Nigeria","Work 40+ Hours, Full Time Employed","45-54","Persons","2016Q2","10774823.4448238"
"Nigeria","Work 40+ Hours, Full Time Employed","45-54","Persons","2016Q3","10799407.8876155"
"Nigeria","Work 40+ Hours, Full Time Employed","45-54","Persons","2016Q4","10602215.0992634"
"Nigeria","Work 40+ Hours, Full Time Employed","45-54","Persons","2017Q1","10815104.0634145"
"Nigeria","Work 40+ Hours, Full Time Employed","45-54","Persons","2017Q2","10931818.2816738"
"Nigeria","Work 40+ Hours, Full Time Employed","45-54","Persons","2017Q3","10596649.132285"
"Nigeria","Work 40+ Hours, Full Time Employed","45-54","Persons","2017Q4","10707794.8219461"
"Nigeria","Work 40+ Hours, Full Time Employed","45-54","Persons","2018Q1","11198106.0441403"
"Nigeria","Work 40+ Hours, Full Time Employed","45-54","Persons","2018Q2","11284139.1149428"
"Nigeria","Work 40+ Hours, Full Time Employed","45-54","Persons","2018Q3","11203113.9112279"
"Nigeria","Work 40+ Hours, Full Time Employed","45-54","Persons","2020Q2","7150902.5"
"Nigeria","Work 40+ Hours, Full Time Employed","45-54","Persons","2020Q4","6681999.8"
"Nigeria","Work 40+ Hours, Full Time Employed","55-64","Persons","2010","6744743.50637159"
"Nigeria","Work 40+ Hours, Full Time Employed","55-64","Persons","2011","6749264.15584594"
"Nigeria","Work 40+ Hours, Full Time Employed","55-64","Persons","2012","4296349.36868532"
"Nigeria","Work 40+ Hours, Full Time Employed","55-64","Persons","2013","5927472.9354187"
"Nigeria","Work 40+ Hours, Full Time Employed","55-64","Persons","2014Q1","5938311.99231811"
"Nigeria","Work 40+ Hours, Full Time Employed","55-64","Persons","2014Q2","5980123.56002409"
"Nigeria","Work 40+ Hours, Full Time Employed","55-64","Persons","2014Q3","6027678.28092826"
"Nigeria","Work 40+ Hours, Full Time Employed","55-64","Persons","2014Q4","6095134.4045404"
"Nigeria","Work 40+ Hours, Full Time Employed","55-64","Persons","2015Q1","6148877.84965614"
"Nigeria","Work 40+ Hours, Full Time Employed","55-64","Persons","2015Q2","6073501.98220522"
"Nigeria","Work 40+ Hours, Full Time Employed","55-64","Persons","2015Q3","6167411.70782945"
"Nigeria","Work 40+ Hours, Full Time Employed","55-64","Persons","2015Q4","6088031.6644958"
"Nigeria","Work 40+ Hours, Full Time Employed","55-64","Persons","2016Q1","5988116.61166215"
"Nigeria","Work 40+ Hours, Full Time Employed","55-64","Persons","2016Q2","5909854.03791624"
"Nigeria","Work 40+ Hours, Full Time Employed","55-64","Persons","2016Q3","5914430.45716498"
"Nigeria","Work 40+ Hours, Full Time Employed","55-64","Persons","2016Q4","5806435.36655443"
"Nigeria","Work 40+ Hours, Full Time Employed","55-64","Persons","2017Q1","5971603.21990956"
"Nigeria","Work 40+ Hours, Full Time Employed","55-64","Persons","2017Q2","5910297.86955675"
"Nigeria","Work 40+ Hours, Full Time Employed","55-64","Persons","2017Q3","5729088.3526647"
"Nigeria","Work 40+ Hours, Full Time Employed","55-64","Persons","2017Q4","5880002.42798879"
"Nigeria","Work 40+ Hours, Full Time Employed","55-64","Persons","2018Q1","6005122.59565009"
"Nigeria","Work 40+ Hours, Full Time Employed","55-64","Persons","2018Q2","6012016.37375314"
"Nigeria","Work 40+ Hours, Full Time Employed","55-64","Persons","2018Q3","6016405.25763626"
"Nigeria","Work 40+ Hours, Full Time Employed","55-64","Persons","2020Q2","3375151.7"
"Nigeria","Work 40+ Hours, Full Time Employed","55-64","Persons","2020Q4","3470298.7"
"Nigeria","Work 40+ Hours, Full Time Employed","Gender","Persons","2017Q1","53829103.7748677"
"Nigeria","Work 40+ Hours, Full Time Employed","Gender","Persons","2017Q2","52675979.4135084"
"Nigeria","Work 40+ Hours, Full Time Employed","Gender","Persons","2017Q3","51060935.8079222"
"Nigeria","Work 40+ Hours, Full Time Employed","Gender","Persons","2017Q4","51165529.6392712"
"Nigeria","Work 40+ Hours, Full Time Employed","Gender","Persons","2018Q1","51154481.6392712"
"Nigeria","Work 40+ Hours, Full Time Employed","Gender","Persons","2018Q2","51173757.6492712"
"Nigeria","Work 40+ Hours, Full Time Employed","Gender","Persons","2018Q3","51326653.6392712"
"Nigeria","Work 40+ Hours, Full Time Employed","Male","Persons","2010","29629442.8866211"
"Nigeria","Work 40+ Hours, Full Time Employed","Male","Persons","2011","29128729.5408823"
"Nigeria","Work 40+ Hours, Full Time Employed","Male","Persons","2012","25492323.9883036"
"Nigeria","Work 40+ Hours, Full Time Employed","Male","Persons","2013","29295840.1208734"
"Nigeria","Work 40+ Hours, Full Time Employed","Male","Persons","2014Q1","29326760.8152602"
"Nigeria","Work 40+ Hours, Full Time Employed","Male","Persons","2014Q2","29547314.6084269"
"Nigeria","Work 40+ Hours, Full Time Employed","Male","Persons","2014Q3","29768228.1568938"
"Nigeria","Work 40+ Hours, Full Time Employed","Male","Persons","2014Q4","30194995.0695086"
"Nigeria","Work 40+ Hours, Full Time Employed","Male","Persons","2015Q1","30461237.4445872"
"Nigeria","Work 40+ Hours, Full Time Employed","Male","Persons","2015Q2","29922573.3987234"
"Nigeria","Work 40+ Hours, Full Time Employed","Male","Persons","2015Q3","30385242.327799"
"Nigeria","Work 40+ Hours, Full Time Employed","Male","Persons","2015Q4","29994157.3853713"
"Nigeria","Work 40+ Hours, Full Time Employed","Male","Persons","2016Q1","29625210.5419065"
"Nigeria","Work 40+ Hours, Full Time Employed","Male","Persons","2016Q2","29453918.3567628"
"Nigeria","Work 40+ Hours, Full Time Employed","Male","Persons","2016Q3","29447049.4849255"
"Nigeria","Work 40+ Hours, Full Time Employed","Male","Persons","2016Q4","28909358.3580504"
"Nigeria","Work 40+ Hours, Full Time Employed","Male","Persons","2017Q1","29480747.2839609"
"Nigeria","Work 40+ Hours, Full Time Employed","Male","Persons","2017Q2","27832574.7565672"
"Nigeria","Work 40+ Hours, Full Time Employed","Male","Persons","2017Q3","27076163.0343661"
"Nigeria","Work 40+ Hours, Full Time Employed","Male","Persons","2017Q4","26887262.9215425"
"Nigeria","Work 40+ Hours, Full Time Employed","Male","Persons","2018Q1","28801357.8726188"
"Nigeria","Work 40+ Hours, Full Time Employed","Male","Persons","2018Q2","31882636.2469907"
"Nigeria","Work 40+ Hours, Full Time Employed","Male","Persons","2018Q3","31977894.5875292"
"Nigeria","Work 40+ Hours, Full Time Employed","Male","Persons","2020Q2","21144497"
"Nigeria","Work 40+ Hours, Full Time Employed","Male","Persons","2020Q4","18333745"
"Nigeria","Work 40+ Hours, Full Time Employed","Female","Persons","2010","21576861.6110819"
"Nigeria","Work 40+ Hours, Full Time Employed","Female","Persons","2011","22079865.3065393"
"Nigeria","Work 40+ Hours, Full Time Employed","Female","Persons","2012","24706301.3198529"
"Nigeria","Work 40+ Hours, Full Time Employed","Female","Persons","2013","24212638.1147116"
"Nigeria","Work 40+ Hours, Full Time Employed","Female","Persons","2014Q1","24143008.2500507"
"Nigeria","Work 40+ Hours, Full Time Employed","Female","Persons","2014Q2","24351657.4396125"
"Nigeria","Work 40+ Hours, Full Time Employed","Female","Persons","2014Q3","24545171.5837863"
"Nigeria","Work 40+ Hours, Full Time Employed","Female","Persons","2014Q4","25011944.4683043"
"Nigeria","Work 40+ Hours, Full Time Employed","Female","Persons","2015Q1","25232485.6369731"
"Nigeria","Work 40+ Hours, Full Time Employed","Female","Persons","2015Q2","24453449.452368"
"Nigeria","Work 40+ Hours, Full Time Employed","Female","Persons","2015Q3","24831553.6722014"
"Nigeria","Work 40+ Hours, Full Time Employed","Female","Persons","2015Q4","24511949.614629"
"Nigeria","Work 40+ Hours, Full Time Employed","Female","Persons","2016Q1","24352747.9116113"
"Nigeria","Work 40+ Hours, Full Time Employed","Female","Persons","2016Q2","24172690.096755"
"Nigeria","Work 40+ Hours, Full Time Employed","Female","Persons","2016Q3","24107059.801377"
"Nigeria","Work 40+ Hours, Full Time Employed","Female","Persons","2016Q4","23666874.7106132"
"Nigeria","Work 40+ Hours, Full Time Employed","Female","Persons","2017Q1","24348356.4909068"
"Nigeria","Work 40+ Hours, Full Time Employed","Female","Persons","2017Q2","24843404.6569412"
"Nigeria","Work 40+ Hours, Full Time Employed","Female","Persons","2017Q3","23984772.7735561"
"Nigeria","Work 40+ Hours, Full Time Employed","Female","Persons","2017Q4","24278266.7177287"
"Nigeria","Work 40+ Hours, Full Time Employed","Female","Persons","2018Q1","22353123.7666524"
"Nigeria","Work 40+ Hours, Full Time Employed","Female","Persons","2018Q2","19291121.4022805"
"Nigeria","Work 40+ Hours, Full Time Employed","Female","Persons","2018Q3","19348759.051742"
"Nigeria","Work 40+ Hours, Full Time Employed","Female","Persons","2020Q2","14440777"
"Nigeria","Work 40+ Hours, Full Time Employed","Female","Persons","2020Q4","12238695"
"Nigeria","Work 40+ Hours, Full Time Employed","Place of Residence

Urban","Persons","2017Q1","53829103.7748673"
"Nigeria","Work 40+ Hours, Full Time Employed","Place of Residence

Urban","Persons","2017Q2","52675979.1078923"
"Nigeria","Work 40+ Hours, Full Time Employed","Place of Residence

Urban","Persons","2017Q3","51060935.9963463"
"Nigeria","Work 40+ Hours, Full Time Employed","Place of Residence

Urban","Persons","2017Q4","51165529.6392712"
"Nigeria","Work 40+ Hours, Full Time Employed","Place of Residence

Urban","Persons","2018Q1","51154481.6392712"
"Nigeria","Work 40+ Hours, Full Time Employed","Place of Residence

Urban","Persons","2018Q2","51173757.6492712"
"Nigeria","Work 40+ Hours, Full Time Employed","Place of Residence

Urban","Persons","2018Q3","51326653.6392712"
"Nigeria","Work 40+ Hours, Full Time Employed","Urban","Persons","2010","17719193.8506502"
"Nigeria","Work 40+ Hours, Full Time Employed","Urban","Persons","2011","19420663.1222495"
"Nigeria","Work 40+ Hours, Full Time Employed","Urban","Persons","2012","15456880.4680159"
"Nigeria","Work 40+ Hours, Full Time Employed","Urban","Persons","2013","17061848.2438242"
"Nigeria","Work 40+ Hours, Full Time Employed","Urban","Persons","2014Q1","17071604.7767168"
"Nigeria","Work 40+ Hours, Full Time Employed","Urban","Persons","2014Q2","17266022.4011121"
"Nigeria","Work 40+ Hours, Full Time Employed","Urban","Persons","2014Q3","16720438.6224189"
"Nigeria","Work 40+ Hours, Full Time Employed","Urban","Persons","2014Q4","18341692.2622103"
"Nigeria","Work 40+ Hours, Full Time Employed","Urban","Persons","2015Q1","18503418.9225264"
"Nigeria","Work 40+ Hours, Full Time Employed","Urban","Persons","2015Q2","17758649.9639767"
"Nigeria","Work 40+ Hours, Full Time Employed","Urban","Persons","2015Q3","18033237.8295047"
"Nigeria","Work 40+ Hours, Full Time Employed","Urban","Persons","2015Q4","17801134.1094734"
"Nigeria","Work 40+ Hours, Full Time Employed","Urban","Persons","2016Q1","18437783.9374648"
"Nigeria","Work 40+ Hours, Full Time Employed","Urban","Persons","2016Q2","18247892.3148424"
"Nigeria","Work 40+ Hours, Full Time Employed","Urban","Persons","2016Q3","18418900.1402804"
"Nigeria","Work 40+ Hours, Full Time Employed","Urban","Persons","2016Q4","18082578.5275736"
"Nigeria","Work 40+ Hours, Full Time Employed","Urban","Persons","2017Q1","18386938.1759417"
"Nigeria","Work 40+ Hours, Full Time Employed","Urban","Persons","2017Q2","18116884.0537658"
"Nigeria","Work 40+ Hours, Full Time Employed","Urban","Persons","2017Q3","17561421.3409378"
"Nigeria","Work 40+ Hours, Full Time Employed","Urban","Persons","2017Q4","17188322.5030358"
"Nigeria","Work 40+ Hours, Full Time Employed","Urban","Persons","2018Q1","19230790.3521833"
"Nigeria","Work 40+ Hours, Full Time Employed","Urban","Persons","2018Q2","18214561.7374338"
"Nigeria","Work 40+ Hours, Full Time Employed","Urban","Persons","2018Q3","17242449.7894042"
"Nigeria","Work 40+ Hours, Full Time Employed","Urban","Persons","2020Q2","14655146"
"Nigeria","Work 40+ Hours, Full Time Employed","Urban","Persons","2020Q4","13893541"
"Nigeria","Work 40+ Hours, Full Time Employed","Rural","Persons","2010","33487110.6470522"
"Nigeria","Work 40+ Hours, Full Time Employed","Rural","Persons","2011","31787932.0055433"
"Nigeria","Work 40+ Hours, Full Time Employed","Rural","Persons","2012","34741714.7073556"
"Nigeria","Work 40+ Hours, Full Time Employed","Rural","Persons","2013","36446629.9917605"
"Nigeria","Work 40+ Hours, Full Time Employed","Rural","Persons","2014Q1","36398164.2885938"
"Nigeria","Work 40+ Hours, Full Time Employed","Rural","Persons","2014Q2","36632949.646927"
"Nigeria","Work 40+ Hours, Full Time Employed","Rural","Persons","2014Q3","37592961.118261"
"Nigeria","Work 40+ Hours, Full Time Employed","Rural","Persons","2014Q4","36865247.2756023"
"Nigeria","Work 40+ Hours, Full Time Employed","Rural","Persons","2015Q1","37190304.1590336"
"Nigeria","Work 40+ Hours, Full Time Employed","Rural","Persons","2015Q2","36617372.8871144"
"Nigeria","Work 40+ Hours, Full Time Employed","Rural","Persons","2015Q3","37183558.1704952"
"Nigeria","Work 40+ Hours, Full Time Employed","Rural","Persons","2015Q4","36704972.8905266"
"Nigeria","Work 40+ Hours, Full Time Employed","Rural","Persons","2016Q1","35540174.5160527"
"Nigeria","Work 40+ Hours, Full Time Employed","Rural","Persons","2016Q2","35378716.138675"
"Nigeria","Work 40+ Hours, Full Time Employed","Rural","Persons","2016Q3","35135209.3436465"
"Nigeria","Work 40+ Hours, Full Time Employed","Rural","Persons","2016Q4","34493654.7351058"
"Nigeria","Work 40+ Hours, Full Time Employed","Rural","Persons","2017Q1","35442165.5989257"
"Nigeria","Work 40+ Hours, Full Time Employed","Rural","Persons","2017Q2","34559095.0541265"
"Nigeria","Work 40+ Hours, Full Time Employed","Rural","Persons","2017Q3","33499514.6554085"
"Nigeria","Work 40+ Hours, Full Time Employed","Rural","Persons","2017Q4","33977207.1362354"
"Nigeria","Work 40+ Hours, Full Time Employed","Rural","Persons","2018Q1","31923691.2870879"
"Nigeria","Work 40+ Hours, Full Time Employed","Rural","Persons","2018Q2","32959195.9118374"
"Nigeria","Work 40+ Hours, Full Time Employed","Rural","Persons","2018Q3","34084203.849867"
"Nigeria","Work 40+ Hours, Full Time Employed","Rural","Persons","2020Q2","20930128"
"Nigeria","Work 40+ Hours, Full Time Employed","Rural","Persons","2020Q4","16678900"
"Nigeria","Work 40+ Hours, Full Time Employed","NCE/OND/NURSING","Persons","2017Q4","4173906.34352832"
"Nigeria","Work 40+ Hours, Full Time Employed","NCE/OND/NURSING","Persons","2018Q1","4129596.04551216"
"Nigeria","Work 40+ Hours, Full Time Employed","NCE/OND/NURSING","Persons","2018Q2","4173840.95422207"
"Nigeria","Work 40+ Hours, Full Time Employed","NCE/OND/NURSING","Persons","2018Q3","4160650.97738435"
"Nigeria","Work 40+ Hours, Full Time Employed","BA/BSc/Bed/HND","Persons","2017Q4","3503593.00433149"
"Nigeria","Work 40+ Hours, Full Time Employed","BA/BSc/Bed/HND","Persons","2018Q1","3145954.17711752"
"Nigeria","Work 40+ Hours, Full Time Employed","BA/BSc/Bed/HND","Persons","2018Q2","3145286.8967699"
"Nigeria","Work 40+ Hours, Full Time Employed","BA/BSc/Bed/HND","Persons","2018Q3","3609427.34930567"
"Nigeria","Work 40+ Hours, Full Time Employed","MSC/MA/MAdm","Persons","2017Q4","316718.342151564"
"Nigeria","Work 40+ Hours, Full Time Employed","MSC/MA/MAdm","Persons","2018Q1","321049.383672007"
"Nigeria","Work 40+ Hours, Full Time Employed","MSC/MA/MAdm","Persons","2018Q2","320552.647831648"
"Nigeria","Work 40+ Hours, Full Time Employed","MSC/MA/MAdm","Persons","2018Q3","317224.798430997"
"Nigeria","Work 40+ Hours, Full Time Employed","Doctorate","Persons","2017Q4","53947.886621731"
"Nigeria","Work 40+ Hours, Full Time Employed","Doctorate","Persons","2018Q1","52763.4223223212"
"Nigeria","Work 40+ Hours, Full Time Employed","Doctorate","Persons","2018Q2","52681.7854020825"
"Nigeria","Work 40+ Hours, Full Time Employed","Doctorate","Persons","2018Q3","52134.8591510787"
"Nigeria","Work 40+ Hours, Full Time Employed","Youth (15-34)","Persons","2016Q3","21825113.6872901"
"Nigeria","Work 40+ Hours, Full Time Employed","Youth (15-34)","Persons","2016Q4","21426596.0029053"
"Nigeria","Work 40+ Hours, Full Time Employed","Youth (15-34)","Persons","2017Q1","22032116.9473744"
"Nigeria","Work 40+ Hours, Full Time Employed","Youth (15-34)","Persons","2017Q2","21013328.6362165"
